0_0,-1.306102,1.060508,0.010067,0.939492,-0.251627,-0.239213
0_1,-1.415059,1.058799,-0.028988,0.941201,-0.302854,-0.252001
0_2,-1.313465,1.076094,-0.030643,0.923906,-0.352274,-0.401649
0_3,-1.351485,1.128928,0.002785,0.871072,-0.306299,-0.432093
0_4,-1.399326,1.090924,-0.038707,0.909076,-0.278495,-0.401618
0_5,-1.327039,1.131457,-0.071731,0.868543,-0.319104,-0.415360
0_6,-1.622564,1.006089,-0.034514,0.993911,-0.261506,-0.315936
0_7,-1.665888,0.963725,-0.022898,1.036275,-0.266237,-0.258810
0_8,-1.322779,1.059842,-0.047387,0.940158,-0.232506,-0.278794
0_9,-1.297777,0.978258,0.018969,1.021742,-0.371398,-0.298985
0_10,-1.465009,1.080792,-0.026161,0.919208,-0.241912,-0.315002
0_11,-1.288360,1.090082,-0.077514,0.909918,-0.340289,-0.287601
0_12,-1.219700,1.125655,-0.012969,0.874345,-0.198182,-0.245591
0_13,-1.207492,1.101420,0.022715,0.898580,-0.210985,-0.248147
0_14,-1.186778,1.129476,0.012418,0.870524,-0.216072,-0.262757
0_15,-1.175619,1.150829,-0.021626,0.849171,-0.219138,-0.270832
0_16,-1.215438,1.076399,-0.014914,0.923601,-0.288278,-0.250837
0_17,-1.408047,1.091289,-0.027446,0.908711,-0.223330,-0.339170
0_18,-1.305855,1.038103,-0.017870,0.961897,-0.305868,-0.365662
0_19,-1.283444,1.162414,0.011186,0.837586,-0.203440,-0.324701
0_20,-1.035792,1.230318,0.012918,0.769682,-0.318564,-0.419063
0_21,-1.029439,1.372635,-0.033308,0.627365,-0.237867,-0.500124
0_22,-1.023142,1.285198,-0.033343,0.714802,-0.252623,-0.499725
0_23,-0.990424,1.263740,-0.004433,0.736260,-0.280696,-0.496502
0_24,-0.917921,1.165662,-0.007749,0.834338,-0.430244,-0.479383
1_0,-1.355918,0.995212,0.003765,1.004788,-0.300620,-0.255514
1_1,-1.419901,1.068159,-0.037569,0.931841,-0.329714,-0.314799
1_2,-1.363782,1.042583,-0.040401,0.957417,-0.375344,-0.408570
1_3,-1.429795,1.132915,-0.019675,0.867085,-0.308560,-0.427427
1_4,-1.499631,1.032093,-0.026050,0.967907,-0.305904,-0.382831
1_5,-1.450956,1.069269,-0.047529,0.930731,-0.351843,-0.380343
1_6,-1.547734,1.095822,-0.014248,0.904178,-0.317894,-0.403089
1_7,-1.499717,1.020832,-0.015666,0.979168,-0.372369,-0.391401
1_8,-1.565676,1.060604,-0.035497,0.939396,-0.261877,-0.331881
1_9,-1.469630,1.128033,-0.019680,0.871967,-0.363368,-0.375338
1_10,-1.573103,0.981212,-0.020197,1.018788,-0.351661,-0.310339
1_11,-1.525929,1.021864,-0.030770,0.978136,-0.382671,-0.287162
1_12,-1.363474,0.965251,-0.036209,1.034749,-0.451189,-0.262820
1_13,-1.537850,1.049213,0.008380,0.950787,-0.214388,-0.212874
1_14,-1.366176,0.980227,-0.000209,1.019773,-0.322044,-0.209386
1_15,-1.221977,1.146684,0.001288,0.853316,-0.196752,-0.250496
1_16,-1.239361,1.268411,-0.049112,0.731589,-0.293031,-0.449750
1_17,-1.485063,1.097196,-0.047501,0.902804,-0.232835,-0.400511
1_18,-1.445223,1.069728,-0.019155,0.930272,-0.319355,-0.366461
1_19,-1.444369,1.159458,0.014396,0.840542,-0.223406,-0.344859
1_20,-1.306070,0.971019,-0.031497,1.028981,-0.339100,-0.287708
1_21,-1.400423,1.000432,-0.026814,0.999568,-0.290729,-0.300367
1_22,-1.447767,0.980850,0.003948,1.019150,-0.245139,-0.298668
1_23,-1.292346,0.963199,0.001905,1.036801,-0.309384,-0.294847
1_24,-1.055721,0.821709,0.002021,1.178291,-0.459595,-0.253327
2_0,-1.406536,1.001618,-0.014665,0.998382,-0.282870,-0.253858
2_1,-1.436047,1.039219,-0.023318,0.960781,-0.338675,-0.294517
2_2,-1.426161,0.954906,-0.057463,1.045094,-0.366682,-0.357003
2_3,-1.501841,1.130624,-0.032877,0.869376,-0.281947,-0.405634
2_4,-1.526292,1.024955,-0.031011,0.975045,-0.313558,-0.392758
2_5,-1.435522,1.110722,-0.059290,0.889278,-0.349247,-0.424907
2_6,-1.430985,1.089269,0.025199,0.910731,-0.370732,-0.444777
2_7,-1.405290,1.079041,0.035441,0.920959,-0.394092,-0.437936
2_8,-1.677746,0.976790,-0.016131,1.023210,-0.287858,-0.271121
2_9,-1.517635,1.080235,-0.025883,0.919765,-0.371620,-0.349652
2_10,-1.503417,0.976206,-0.020582,1.023794,-0.413102,-0.337851
2_11,-1.604568,1.071890,-0.046472,0.928110,-0.353422,-0.313050
2_12,-1.324515,1.142526,-0.089218,0.857474,-0.434603,-0.433573
2_13,-1.477044,1.183718,-0.059473,0.816282,-0.218000,-0.445302
2_14,-1.402228,1.023131,-0.082625,0.976869,-0.347475,-0.327139
2_15,-1.276197,1.135664,0.009239,0.864336,-0.179289,-0.234548
2_16,-1.431820,1.060841,-0.051667,0.939159,-0.321479,-0.313184
2_17,-1.537962,1.042740,-0.033644,0.957260,-0.248221,-0.367996
2_18,-1.465897,1.147821,-0.010139,0.852179,-0.275461,-0.397987
2_19,-1.481108,1.146184,-0.018378,0.853816,-0.229277,-0.329554
2_20,-1.365578,1.246524,-0.039203,0.753476,-0.190073,-0.439231
2_21,-1.348669,1.128066,-0.016961,0.871934,-0.282097,-0.421822
2_22,-1.490247,1.017791,0.015904,0.982209,-0.221075,-0.339214
